0 0 1.05263
2.16981 0.0833333 1.05094
4.33962 0.166667 1.04943
6.50943 0.25 1.04767
8.67925 0.333333 1.04575
10.8491 0.416667 1.04372
13.0189 0.5 1.04164
15.1887 0.583333 1.03957
17.3585 0.666667 1.03753
19.5283 0.75 1.03555
21.6981 0.833333 1.03366
23.8679 0.916667 1.03187
26.0377 1 1.03019
28.2075 1.08333 1.02862
30.3774 1.16667 1.02717
32.5472 1.25 1.02584
34.717 1.33333 1.02462
36.8868 1.41667 1.02351
39.0566 1.5 1.02251
41.2264 1.58333 1.0216
43.3962 1.66667 1.02078
45.566 1.75 1.02005
47.7358 1.83333 1.0194
49.9057 1.91667 1.01881
52.0755 2 1.01829
54.2453 2.08333 1.01783
56.4151 2.16667 1.01743
58.5849 2.25 1.01707
60.7547 2.33333 1.01675
62.9245 2.41667 1.01647
65.0943 2.5 1.01622
67.2642 2.58333 1.01601
69.434 2.66667 1.01582
71.6038 2.75 1.01566
73.7736 2.83333 1.01551
75.9434 2.91667 1.01539
78.1132 3 1.01528
80.283 3.08333 1.01518
82.4528 3.16667 1.0151
84.6226 3.25 1.01503
86.7925 3.33333 1.01497
88.9623 3.41667 1.01492
91.1321 3.5 1.01487
93.3019 3.58333 1.01483
95.4717 3.66667 1.0148
97.6415 3.75 1.01477
99.8113 3.83333 1.01474
101.981 3.91667 1.01472
104.151 4 1.0147
106.321 4.08333 1.01469
108.491 4.16667 1.01467
110.66 4.25 1.01466
112.83 4.33333 1.01465
115 4.41667 1.01464
117.17 4.5 1.01463
119.34 4.58333 1.01463
121.509 4.66667 1.01462
123.679 4.75 1.01462
125.849 4.83333 1.01461
128.019 4.91667 1.01461
130.189 5 1.01461
132.358 5.08333 1.01461
134.528 5.16667 1.0146
136.698 5.25 1.0146
138.868 5.33333 1.0146
141.038 5.41667 1.0146
143.208 5.5 1.0146
145.377 5.58333 1.0146
147.547 5.66667 1.0146
149.717 5.75 1.0146
151.887 5.83333 1.0146
154.057 5.91667 1.0146
156.226 6 1.0146
158.396 6.08333 1.0146
160.566 6.16667 1.0146
162.736 6.25 1.0146
164.906 6.33333 1.0146
167.075 6.41667 1.0146
169.245 6.5 1.0146
171.415 6.58333 1.0146
173.585 6.66667 1.0146
175.755 6.75 1.0146
177.925 6.83333 1.0146
180.094 6.91667 1.0146
182.264 7 1.0146
184.434 7.08333 1.0146
186.604 7.16667 1.0146
188.774 7.25 1.0146
190.943 7.33333 1.0146
193.113 7.41667 1.0146
195.283 7.5 1.0146
197.453 7.58333 1.0146
199.623 7.66667 1.0146
201.792 7.75 1.0146
203.962 7.83333 1.0146
206.132 7.91667 1.0146
208.302 8 1.0146
210.472 8.08333 1.0146
212.642 8.16667 1.0146
214.811 8.25 1.0146
216.981 8.33333 1.0146
219.151 8.41667 1.0146
221.321 8.5 1.0146
223.491 8.58333 1.0146
225.66 8.66667 1.0146
227.83 8.75 1.0146
230 8.83333 1.0146
232.17 8.91667 1.0146
234.34 9 1.0146
236.509 9.08333 1.0146
238.679 9.16667 1.0146
240.849 9.25 1.0146
243.019 9.33333 1.0146
245.189 9.41667 1.0146
247.358 9.5 1.0146
249.528 9.58333 1.0146
251.698 9.66667 1.0146
253.868 9.75 1.0146
256.038 9.83333 1.0146
258.208 9.91667 1.0146
260.377 10 1.0146
262.547 10.0833 1.0146
264.717 10.1667 1.0146
266.887 10.25 1.0146
269.057 10.3333 1.0146
271.226 10.4167 1.0146
273.396 10.5 1.0146
275.566 10.5833 1.0146
277.736 10.6667 1.0146
279.906 10.75 1.0146
282.075 10.8333 1.0146
