0 0 0
2.16981 0.0833333 1.25021e-16
4.33962 0.166667 2.08422e-16
6.50943 0.25 3.451e-16
8.67925 0.333333 5.59855e-16
10.8491 0.416667 8.86576e-16
13.0189 0.5 1.37092e-15
15.1887 0.583333 2.07363e-15
17.3585 0.666667 3.07456e-15
19.5283 0.75 4.4777e-15
21.6981 0.833333 6.41712e-15
23.8679 0.916667 9.06435e-15
26.0377 1 1.26371e-14
28.2075 1.08333 1.741e-14
30.3774 1.16667 2.3727e-14
32.5472 1.25 3.20168e-14
34.717 1.33333 4.28108e-14
36.8868 1.41667 5.67644e-14
39.0566 1.5 7.46827e-14
41.2264 1.58333 9.75504e-14
43.3962 1.66667 1.26568e-13
45.566 1.75 1.63192e-13
47.7358 1.83333 2.09186e-13
49.9057 1.91667 2.66679e-13
52.0755 2 3.3823e-13
54.2453 2.08333 4.26913e-13
56.4151 2.16667 5.36403e-13
58.5849 2.25 6.71094e-13
60.7547 2.33333 8.36214e-13
62.9245 2.41667 1.03798e-12
65.0943 2.5 1.28378e-12
67.2642 2.58333 1.58235e-12
69.434 2.66667 1.944e-12
71.6038 2.75 2.38095e-12
73.7736 2.83333 2.90754e-12
75.9434 2.91667 3.54067e-12
78.1132 3 4.3002e-12
80.283 3.08333 5.20939e-12
82.4528 3.16667 6.29553e-12
84.6226 3.25 7.59053e-12
86.7925 3.33333 9.13168e-12
88.9623 3.41667 1.09625e-11
91.1321 3.5 1.31338e-11
93.3019 3.58333 1.57047e-11
95.4717 3.66667 1.87441e-11
97.6415 3.75 2.23318e-11
99.8113 3.83333 2.6561e-11
101.981 3.91667 3.15394e-11
104.151 4 3.73922e-11
106.321 4.08333 4.42644e-11
108.491 4.16667 5.23237e-11
110.66 4.25 6.17645e-11
112.83 4.33333 7.28114e-11
115 4.41667 8.57239e-11
117.17 4.5 1.00802e-10
119.34 4.58333 1.18391e-10
121.509 4.66667 1.38891e-10
123.679 4.75 1.62761e-10
125.849 4.83333 1.90532e-10
128.019 4.91667 2.22814e-10
130.189 5 2.60311e-10
132.358 5.08333 3.03831e-10
134.528 5.16667 3.54306e-10
136.698 5.25 4.12804e-10
138.868 5.33333 4.80556e-10
141.038 5.41667 5.58975e-10
143.208 5.5 6.49682e-10
145.377 5.58333 7.54541e-10
147.547 5.66667 8.75689e-10
149.717 5.75 1.01558e-09
151.887 5.83333 1.17703e-09
154.057 5.91667 1.36325e-09
156.226 6 1.57796e-09
158.396 6.08333 1.82539e-09
160.566 6.16667 2.11039e-09
162.736 6.25 2.43853e-09
164.906 6.33333 2.81618e-09
167.075 6.41667 3.25063e-09
169.245 6.5 3.75024e-09
171.415 6.58333 4.32457e-09
173.585 6.66667 4.98454e-09
175.755 6.75 5.74268e-09
177.925 6.83333 6.6133e-09
180.094 6.91667 7.61278e-09
182.264 7 8.75983e-09
184.434 7.08333 1.00759e-08
186.604 7.16667 1.15853e-08
188.774 7.25 1.33162e-08
190.943 7.33333 1.53006e-08
193.113 7.41667 1.75748e-08
195.283 7.5 2.01807e-08
197.453 7.58333 2.3166e-08
199.623 7.66667 2.65851e-08
201.792 7.75 3.05003e-08
203.962 7.83333 3.49826e-08
206.132 7.91667 4.01132e-08
208.302 8 4.59848e-08
210.472 8.08333 5.27032e-08
212.642 8.16667 6.03892e-08
214.811 8.25 6.91808e-08
216.981 8.33333 7.92352e-08
219.151 8.41667 9.07324e-08
221.321 8.5 1.03877e-07
223.491 8.58333 1.18904e-07
225.66 8.66667 1.3608e-07
227.83 8.75 1.55709e-07
230 8.83333 1.7814e-07
232.17 8.91667 2.03769e-07
234.34 9 2.33049e-07
236.509 9.08333 2.66497e-07
238.679 9.16667 3.04701e-07
240.849 9.25 3.48334e-07
243.019 9.33333 3.98163e-07
245.189 9.41667 4.55062e-07
247.358 9.5 5.20027e-07
249.528 9.58333 5.94198e-07
251.698 9.66667 6.78871e-07
253.868 9.75 7.75526e-07
256.038 9.83333 8.85849e-07
258.208 9.91667 1.01177e-06
260.377 10 1.15547e-06
262.547 10.0833 1.31946e-06
264.717 10.1667 1.5066e-06
266.887 10.25 1.72012e-06
269.057 10.3333 1.96376e-06
271.226 10.4167 2.24172e-06
273.396 10.5 2.55883e-06
275.566 10.5833 2.9206e-06
277.736 10.6667 3.33327e-06
279.906 10.75 3.80401e-06
282.075 10.8333 4.34096e-06
284.245 10.9167 4.95339e-06
286.415 11 5.6519e-06
288.585 11.0833 6.44855e-06
290.755 11.1667 7.3571e-06
292.925 11.25 8.39323e-06
295.094 11.3333 9.57483e-06
297.264 11.4167 1.09223e-05
299.434 11.5 1.24588e-05
301.604 11.5833 1.42109e-05
303.774 11.6667 1.62088e-05
305.943 11.75 1.84869e-05
308.113 11.8333 2.10845e-05
310.283 11.9167 2.40463e-05
312.453 12 2.74234e-05
314.623 12.0833 3.1274e-05
316.792 12.1667 3.56645e-05
318.962 12.25 4.06705e-05
321.132 12.3333 4.63784e-05
323.302 12.4167 5.28866e-05
325.472 12.5 6.03076e-05
327.642 12.5833 6.87696e-05
329.811 12.6667 7.84187e-05
331.981 12.75 8.9422e-05
334.151 12.8333 0.00010197
336.321 12.9167 0.000116281
338.491 13 0.000132602
340.66 13.0833 0.000151219
342.83 13.1667 0.000172456
345 13.25 0.000196683
347.17 13.3333 0.000224326
349.34 13.4167 0.000255871
351.509 13.5 0.000291874
353.679 13.5833 0.000332972
355.849 13.6667 0.000379896
358.019 13.75 0.000433486
360.189 13.8333 0.000494705
