            0	            0
   0.00449506	    0.0427673
      1.71844	     0.749686
       3.3861	      1.01635
       5.1524	      1.02138
      6.66591	      1.02138
      8.43194	       1.0239
      10.0718	      1.02642
      11.9635	       1.0239
      13.4767	      1.02138
       15.243	      1.02642
      16.8824	       1.0239
      18.6484	      1.02642
      20.1619	      1.02642
      21.8016	      1.02642
      23.5673	      1.02642
      25.4592	      1.02642
      27.0989	      1.02642
      28.7385	      1.02642
      30.3779	       1.0239
      32.1434	      1.02138
      33.7825	      1.01635
      35.4216	      1.01132
      37.1868	      1.00629
       38.826	      1.00126
      40.4656	      1.00126
      42.2311	     0.998742
      43.7446	     0.998742
      45.5098	     0.993711
      47.2756	     0.993711
      48.9158	     0.998742
       50.429	     0.996226
      52.0689	     0.998742
      53.8347	     0.998742
      55.3485	      1.00126
       57.366	     0.996226
