            0	            0
      0.40153	         0.03
     0.133843	    0.0666667
      1.60612	     0.843333
      3.34608	     0.966667
      5.08604	      1.04333
        6.826	         1.04
      8.56597	      1.04333
       9.9044	      1.04333
      11.5105	      1.04333
      13.5182	      1.04333
      14.9904	      1.04333
      16.8642	      1.04333
      18.6042	      1.04333
      20.2103	      1.04667
      21.6826	      1.04333
      23.5564	      1.03667
      25.2964	      1.02333
      26.9025	         1.01
      28.3748	      1.00333
      30.2486	            1
      31.7208	      1.00333
      33.4608	      1.00667
      35.2008	     0.993333
      36.8069	            1
       38.413	     0.996667
      40.0191	            1
      41.6252	            1
      43.3652	            1
      45.1052	            1
      46.7113	     0.996667
      48.0497	     0.996667
      49.9235	     0.996667
      51.5296	            1
      53.1358	            1
      54.7419	     0.996667
      56.4818	            1
      58.2218	            1
      59.6941	            1
      61.5679	     0.996667
