            0	            0
      1.76603	   0.00251572
      3.27954	   0.00251572
      5.04531	   0.00251572
      6.68495	   0.00251572
      8.45071	   0.00251572
      10.0906	   0.00503145
      11.8561	   0.00251572
      13.4958	   0.00251572
      15.1354	   0.00251572
       16.775	   0.00251572
      18.5408	   0.00251572
      20.1804	   0.00251572
      21.5678	   0.00251572
      23.2075	   0.00251572
      25.0994	   0.00251572
      26.8651	   0.00251572
       28.505	   0.00503145
      30.2732	     0.027673
      32.0501	     0.133333
      33.7071	     0.299371
      35.3666	      0.48805
      37.1546	     0.699371
      38.8098	     0.847799
      40.5841	     0.928302
      42.2279	     0.968553
      43.8692	     0.983648
      45.5098	     0.993711
      47.0234	     0.993711
      48.7894	     0.996226
      50.5554	     0.998742
      51.9425	     0.996226
       53.835	      1.00126
      55.4743	     0.998742
      57.2401	     0.998742
