0 0 0
2.16981 0.0833333 0.0354135
4.33962 0.166667 0.0705884
6.50943 0.25 0.11299
8.67925 0.333333 0.160845
10.8491 0.416667 0.212538
13.0189 0.5 0.266628
15.1887 0.583333 0.321864
17.3585 0.666667 0.377187
19.5283 0.75 0.431725
21.6981 0.833333 0.484785
23.8679 0.916667 0.53583
26.0377 1 0.584465
28.2075 1.08333 0.630418
30.3774 1.16667 0.673516
32.5472 1.25 0.713673
34.717 1.33333 0.750872
36.8868 1.41667 0.785151
39.0566 1.5 0.816589
41.2264 1.58333 0.845297
43.3962 1.66667 0.871408
45.566 1.75 0.895071
47.7358 1.83333 0.916444
49.9057 1.91667 0.935688
52.0755 2 0.952965
54.2453 2.08333 0.968434
56.4151 2.16667 0.982248
58.5849 2.25 0.994555
60.7547 2.33333 1.0055
62.9245 2.41667 1.0152
65.0943 2.5 1.02379
67.2642 2.58333 1.03137
69.434 2.66667 1.03806
71.6038 2.75 1.04395
73.7736 2.83333 1.04913
75.9434 2.91667 1.05366
78.1132 3 1.05764
80.283 3.08333 1.06111
82.4528 3.16667 1.06414
84.6226 3.25 1.06679
86.7925 3.33333 1.06909
88.9623 3.41667 1.07108
91.1321 3.5 1.07282
93.3019 3.58333 1.07432
95.4717 3.66667 1.07562
97.6415 3.75 1.07674
99.8113 3.83333 1.0777
101.981 3.91667 1.07854
104.151 4 1.07925
106.321 4.08333 1.07986
108.491 4.16667 1.08039
110.66 4.25 1.08084
112.83 4.33333 1.08122
115 4.41667 1.08155
117.17 4.5 1.08182
119.34 4.58333 1.08206
121.509 4.66667 1.08225
123.679 4.75 1.08242
125.849 4.83333 1.08256
128.019 4.91667 1.08267
130.189 5 1.08277
132.358 5.08333 1.08285
134.528 5.16667 1.08291
136.698 5.25 1.08296
138.868 5.33333 1.08301
141.038 5.41667 1.08304
143.208 5.5 1.08307
145.377 5.58333 1.08309
147.547 5.66667 1.0831
149.717 5.75 1.08311
151.887 5.83333 1.08312
154.057 5.91667 1.08312
156.226 6 1.08312
158.396 6.08333 1.08312
160.566 6.16667 1.08312
162.736 6.25 1.08311
164.906 6.33333 1.08311
167.075 6.41667 1.0831
